question_id,lane,answer_type,round,K,evidence_mode,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_noncommit,p_noncommit_fundamental,p_noncommit_trading,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,model,gold_label,noncommit_is_gold,predicted_is_noncommit,prediction_commitment_cell,strict_correct,strict_error,lenient_correct,error_type,ticker1
FT15,FT,category_choice,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""value_trap"": 0.0, ""genuine_opportunity"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,value_trap,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NONE
FT16,FT,supportive_judgment,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,unsupportive,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NONE
FT17,FT,yes_no_mixed,1,10,oracle_evidence,True,INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,True,False,True,correct,INTC
FT18,FT,supportive_judgment,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,supportive,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NONE
FT19,FT,supportive_judgment,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4,insufficient_data,True,True,noncommit_gold__noncommit_pred,True,False,True,correct,NONE
FT2,FT,supportive_judgment,1,10,oracle_evidence,False,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,unsupportive,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,TSLA
FT20,FT,yes_no_mixed,1,10,oracle_evidence,False,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,no,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,AAPL
FT21,FT,category_choice,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""buy_now"": 0.0, ""wait"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.19722457733622,0.0,0.0,gemma4,wait,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NONE
FT22,FT,yes_no_mixed,1,10,oracle_evidence,False,MU,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,True,False,True,correct,MU
FT23,FT,category_choice,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""sell"": 0.0, ""hold"": 0.0, ""conditional"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,conditional,True,True,noncommit_gold__noncommit_pred,False,True,False,wrong_noncommit_type,NONE
FT24,FT,yes_no_mixed,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NONE
FT25,FT,supportive_judgment,1,10,oracle_evidence,False,NFLX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4,conditional,True,True,noncommit_gold__noncommit_pred,True,False,True,correct,NFLX
FT26,FT,yes_no_mixed,1,10,oracle_evidence,True,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NVDA
FT27,FT,category_choice,1,10,oracle_evidence,False,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,aligned,0.0,0.0,0.0,"{""aligned"": 1.0, ""diverged"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4,aligned,False,False,committed_gold__committed_pred,True,False,True,correct,NVDA
FT28,FT,yes_no_mixed,1,10,oracle_evidence,True,TSLA,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.5, ""insufficient_data"": 0.5}",-0.0,-0.0,10,10,0.0,False,1.5,2.4849066497880004,0.0,0.0,gemma4,no,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,TSLA
FT29,FT,yes_no_mixed,1,10,oracle_evidence,False,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,TSLA
FT3,FT,yes_no_mixed,1,10,oracle_evidence,True,MSFT,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,no,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,MSFT
FT30,FT,yes_no_mixed,1,10,oracle_evidence,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,False,True,False,wrong_noncommit_type,META
FT31,FT,supportive_judgment,1,10,oracle_evidence,False,META,1.0,True,0.3250829733914482,0.2502012117690939,0.0748817616223542,0.3500829733914482,0.2752012117690939,0.0748817616223542,0.2344977967946405,0.1804820237218405,0.0540157730728,0.2303466122545443,insufficient_data,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 0.1, ""insufficient_data"": 0.9}",-0.0,0.5004024235381879,10,10,0.1,False,1.62,1.897119984885881,0.0,0.2,gemma4,conditional,True,True,noncommit_gold__noncommit_pred,False,True,False,wrong_noncommit_type,META
FT32,FT,category_choice,1,10,oracle_evidence,False,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""attractive_stability"": 0.0, ""underperformance_ahead"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,underperformance_ahead,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,AAPL
FT33,FT,category_choice,1,10,oracle_evidence,True,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""buying_opportunity"": 0.0, ""structural_challenges"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,buying_opportunity,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,AAPL
FT34,FT,open_summary_with_canonical_claim,1,10,oracle_evidence,True,MSFT,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""claim_true"": 0.0, ""claim_false"": 0.0, ""mixed"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.19722457733622,0.0,0.0,gemma4,claim_true,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,MSFT
FT35,FT,yes_no_mixed,1,10,oracle_evidence,True,MSFT,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,MSFT
FT36,FT,yes_no_mixed,1,10,oracle_evidence,False,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,AMZN
FT37,FT,category_choice,1,10,oracle_evidence,True,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""drag"": 0.0, ""strategic_moats"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,strategic_moats,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,AMZN
FT38,FT,yes_no_mixed,1,10,oracle_evidence,False,GOOGL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,no,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,GOOGL
FT39,FT,yes_no_mixed,1,10,oracle_evidence,True,GOOGL,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.5, ""insufficient_data"": 0.5}",-0.0,-0.0,10,10,0.0,False,1.5,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,GOOGL
FT4,FT,yes_no_mixed,1,10,oracle_evidence,False,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NVDA
FT40,FT,yes_no_mixed,1,10,oracle_evidence,True,NFLX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,yes,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NFLX
FT41,FT,category_choice,1,10,oracle_evidence,False,NFLX,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,reinvestment_opportunity,0.5,1.0,0.0,"{""reinvestment_opportunity"": 0.5, ""cash_flow_weakness"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.5}",-0.0,-0.0,10,10,0.5,True,0.5,0.8754687373538999,0.0,1.0,gemma4,reinvestment_opportunity,False,False,committed_gold__committed_pred,True,False,True,correct,NFLX
FT42,FT,yes_no_mixed,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,False,True,False,wrong_noncommit_type,NONE
FT43,FT,category_choice,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""wait_for_confirmation"": 0.0, ""buy_on_fundamentals"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.19722457733622,0.0,0.0,gemma4,wait_for_confirmation,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NONE
FT44,FT,yes_no_mixed,1,10,oracle_evidence,True,INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,True,False,True,correct,INTC
FT45,FT,category_choice,1,10,oracle_evidence,False,INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""contrarian_value_play"": 0.0, ""value_trap"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,contrarian_value_play,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,INTC
FT46,FT,category_choice,1,10,oracle_evidence,False,QCOM,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""exposure_limits"": 0.0, ""diversification_offsets"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,diversification_offsets,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,QCOM
FT47,FT,category_choice,1,10,oracle_evidence,True,AVGO|ROP,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""underpriced"": 0.0, ""fully_priced"": 0.0, ""overpriced"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,fully_priced,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,AVGO
FT48,FT,yes_no_mixed,1,10,oracle_evidence,True,COST,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,no,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,COST
FT49,FT,yes_no_mixed,1,10,oracle_evidence,False,AMZN|COST,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,True,False,True,correct,AMZN
FT5,FT,category_choice,1,10,oracle_evidence,False,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""hold"": 0.0, ""sell"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,hold,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,AMZN
FT50,FT,yes_no_mixed,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,False,True,False,wrong_noncommit_type,NONE
FT6,FT,yes_no_mixed,1,10,oracle_evidence,False,GOOGL,1.0,True,0.4227090878059908,0.412742698464818,0.0099663893411727,0.4477090878059908,0.4627426984648181,0.0,0.3049201523582002,0.2977309221191609,0.0071892302390392,0.0235774191487149,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.85, ""insufficient_data"": 0.15}",0.3250829733914482,0.5004024235381879,10,10,0.0,False,1.745,2.4849066497880004,0.0,0.0,gemma4,no,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,GOOGL
FT7,FT,yes_no_mixed,1,10,oracle_evidence,False,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,no,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,META
FT8,FT,supportive_judgment,1,10,oracle_evidence,False,NFLX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,unsupportive,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NFLX
FT9,FT,yes_no_mixed,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4,mixed,True,True,noncommit_gold__noncommit_pred,False,True,False,wrong_noncommit_type,NONE
T1,T,screening_top1,1,20,oracle_evidence,False,APP|INTC|IDXX|SHOP|AAPL,1.0,True,0.116906849137531,0.0992576216729363,0.0176492274645947,0.129406849137531,0.1117576216729362,0.0176492274645947,0.0652469548202796,0.0553967334218691,0.0098502213984104,0.150968293088046,APP,0.0,0.0,0.0,"{""APP"": 0.975, ""INTC"": 0.0, ""IDXX"": 0.0, ""SHOP"": 0.0, ""AAPL"": 0.025, ""none_clear"": 0.0}",-0.0,0.1985152433458726,20,20,0.975,True,0.00125,0.3487697644316191,1.0,0.95,gemma4,APP,False,False,committed_gold__committed_pred,True,False,True,correct,APP
T10,T,screening_top1,1,20,oracle_evidence,False,AAPL|NVDA|INTC|MSFT|TSLA,1.0,True,0.116906849137531,0.0992576216729363,0.0176492274645947,0.129406849137531,0.1117576216729362,0.0176492274645947,0.0652469548202796,0.0553967334218691,0.0098502213984104,0.150968293088046,AAPL,0.025,0.05,0.0,"{""AAPL"": 0.975, ""NVDA"": 0.0, ""INTC"": 0.0, ""MSFT"": 0.0, ""TSLA"": 0.0, ""none_clear"": 0.025}",0.1985152433458726,-0.0,20,20,0.975,True,0.00125,0.3487697644316191,0.95,1.0,gemma4,AAPL,False,False,committed_gold__committed_pred,True,False,True,correct,AAPL
T11,T,screening_top1,1,20,oracle_evidence,False,GEHC|GFS|MRVL|KDP,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,none_clear,1.0,1.0,1.0,"{""GEHC"": 0.0, ""GFS"": 0.0, ""MRVL"": 0.0, ""KDP"": 0.0, ""none_clear"": 1.0}",-0.0,-0.0,20,20,0.0,False,2.0,2.70805020110221,0.0,0.0,gemma4,GEHC,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,GEHC
T12,T,screening_top1,1,20,oracle_evidence,False,NVDA|AAPL|GOOGL|TSLA|INTC,1.0,True,0.7924048022328816,0.0992576216729363,0.6931471805599453,0.8174048022328816,0.1117576216729362,0.7056471805599454,0.4422495406564107,0.0553967334218691,0.3868528072345416,0.8747387428833814,none_clear,0.5,1.0,0.0,"{""NVDA"": 0.475, ""AAPL"": 0.0, ""GOOGL"": 0.025, ""TSLA"": 0.0, ""INTC"": 0.0, ""none_clear"": 0.5}",-0.0,0.1985152433458726,20,20,0.475,False,0.52625,0.9882642314992444,0.0,0.95,gemma4,NVDA,False,True,committed_gold__noncommit_pred,False,True,False,hedge_collision,NVDA
T13,T,screening_top1,1,20,oracle_evidence,False,WBD|APP|MU|INTC|LRCX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,WBD,0.0,0.0,0.0,"{""WBD"": 1.0, ""APP"": 0.0, ""MU"": 0.0, ""INTC"": 0.0, ""LRCX"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,1.0,True,0.0,0.325422400434628,1.0,1.0,gemma4,WBD,False,False,committed_gold__committed_pred,True,False,True,correct,WBD
T14,T,screening_top1,1,20,oracle_evidence,False,IDXX|SHOP|MRVL|AXON,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,IDXX,0.0,0.0,0.0,"{""IDXX"": 1.0, ""SHOP"": 0.0, ""MRVL"": 0.0, ""AXON"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,1.0,True,0.0,0.3101549283038394,1.0,1.0,gemma4,IDXX,False,False,committed_gold__committed_pred,True,False,True,correct,IDXX
T16,T,screening_top1,1,20,oracle_evidence,False,PLTR|APP|SHOP|DASH|AVGO,1.0,True,0.1985152433458726,0.1625414866957241,0.0359737566501484,0.2110152433458726,0.1750414866957241,0.0359737566501484,0.1107934668437382,0.0907161309803218,0.0200773358634164,0.1812140772861029,DASH,0.0,0.0,0.0,"{""PLTR"": 0.0, ""APP"": 0.05, ""SHOP"": 0.0, ""DASH"": 0.95, ""AVGO"": 0.0, ""none_clear"": 0.0}",-0.0,0.3250829733914482,20,20,0.0,False,1.905,2.8903717578961645,0.0,0.0,gemma4,PLTR,False,False,committed_gold__committed_pred,False,True,True,wrong_direction_commitment,PLTR
T17,T,screening_top1,1,20,oracle_evidence,False,NVDA|TSLA|MRVL|INTC,1.0,True,0.1985152433458726,0.1625414866957241,0.0359737566501484,0.2110152433458726,0.1750414866957241,0.0359737566501484,0.1233444557333931,0.1009927039993097,0.0223517517340834,0.1812140772861029,TSLA,0.0,0.0,0.0,"{""NVDA"": 0.05, ""TSLA"": 0.95, ""MRVL"": 0.0, ""INTC"": 0.0, ""none_clear"": 0.0}",0.3250829733914482,-0.0,20,20,0.0,False,1.905,2.70805020110221,0.0,0.0,gemma4,none_clear,True,False,noncommit_gold__committed_pred,False,True,False,overcommitment,NVDA
T19,T,screening_top1,1,20,oracle_evidence,False,INTC|MRVL|TRI|COST,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,TRI,0.0,0.0,0.0,"{""INTC"": 0.0, ""MRVL"": 0.0, ""TRI"": 1.0, ""COST"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,0.0,False,2.0,2.70805020110221,0.0,0.0,gemma4,INTC,False,False,committed_gold__committed_pred,False,True,True,wrong_direction_commitment,INTC
T2,T,screening_top1,1,20,oracle_evidence,False,INTC|MU|LRCX|APP|MRVL,1.0,True,0.5875009311062073,0.4820574165208126,0.1054435145853947,0.6250009311062072,0.5195574165208126,0.1054435145853947,0.3278905127591265,0.2690413667681063,0.0588491459910202,0.179478038250688,LRCX,0.0,0.0,0.0,"{""INTC"": 0.05, ""MU"": 0.05, ""LRCX"": 0.85, ""APP"": 0.05, ""MRVL"": 0.0, ""none_clear"": 0.0}",0.639031859650177,0.3250829733914482,20,20,0.05,False,1.63,2.4203681286504293,0.1,0.0,gemma4,INTC,False,False,committed_gold__committed_pred,False,True,True,wrong_direction_commitment,INTC
